shopRecordIndex,category,subcategory,itemIndex,name,purchaseDomain,price,initialOwned,unlock,itemId,shopImage,shopImageBinding,catalogIdentity,runtimeFamily,useAcceptance,nextCheck,browserPurchase,browserDescriptionPresent,browserSetup
56,PLUGINS,ANALYZER,3,HP 分析,INVENTORY,3000,0,TAMER_RANK_THRESHOLD,championship:2026:hunt-plugin:analyzer-hp,,GENERIC_TEXT_PLACEHOLDER,HIGH_CONFIDENCE,ANALYZER,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"bind original-backed item image, then verify trigger, consume and save",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
57,PLUGINS,ANALYZER,4,性格分析,INVENTORY,5500,0,TAMER_RANK_THRESHOLD,championship:2026:hunt-plugin:analyzer-personality,,GENERIC_TEXT_PLACEHOLDER,HIGH_CONFIDENCE,ANALYZER,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"bind original-backed item image, then verify trigger, consume and save",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
58,PLUGINS,ANALYZER,5,容量分析,INVENTORY,5500,0,TAMER_RANK_THRESHOLD,championship:2026:hunt-plugin:analyzer-capacity,,GENERIC_TEXT_PLACEHOLDER,HIGH_CONFIDENCE,ANALYZER,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"bind original-backed item image, then verify trigger, consume and save",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
59,PLUGINS,ANALYZER,6,世代／種族分析,INVENTORY,16000,0,BATTLE_BADGE_ID_0_BASED,championship:2026:hunt-plugin:analyzer-06,,GENERIC_TEXT_PLACEHOLDER,VERIFIED_BINARY,ANALYZER,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"bind original-backed item image, then verify trigger, consume and save",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
60,PLUGINS,ANALYZER,7,世代／種族／屬性分析,INVENTORY,43000,0,BATTLE_BADGE_ID_0_BASED,championship:2026:hunt-plugin:analyzer-07,,GENERIC_TEXT_PLACEHOLDER,VERIFIED_BINARY,ANALYZER,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"bind original-backed item image, then verify trigger, consume and save",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
61,PLUGINS,ANALYZER,8,完整分析,INVENTORY,88000,0,BATTLE_BADGE_ID_0_BASED,championship:2026:hunt-plugin:analyzer-full,,GENERIC_TEXT_PLACEHOLDER,VERIFIED_BINARY,ANALYZER,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"bind original-backed item image, then verify trigger, consume and save",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
62,PLUGINS,CHECKER,0,射擊數量,INVENTORY,1700,0,TAMER_RANK_THRESHOLD,championship:2026:hunt-plugin:checker-shot,,GENERIC_TEXT_PLACEHOLDER,HIGH_CONFIDENCE,CHECKER,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"bind original-backed item image, then verify trigger, consume and save",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
63,PLUGINS,CHECKER,1,鋼索數量,INVENTORY,2500,0,TAMER_RANK_THRESHOLD,championship:2026:hunt-plugin:checker-wire,,GENERIC_TEXT_PLACEHOLDER,HIGH_CONFIDENCE,CHECKER,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"bind original-backed item image, then verify trigger, consume and save",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
64,PLUGINS,CHECKER,2,誘引道具數量,INVENTORY,1700,0,TAMER_RANK_THRESHOLD,championship:2026:hunt-plugin:checker-entrap,,GENERIC_TEXT_PLACEHOLDER,HIGH_CONFIDENCE,CHECKER,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"bind original-backed item image, then verify trigger, consume and save",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
65,PLUGINS,CHECKER,3,傷害陷阱數量,INVENTORY,1700,0,TAMER_RANK_THRESHOLD,championship:2026:hunt-plugin:checker-damage-trap,,GENERIC_TEXT_PLACEHOLDER,HIGH_CONFIDENCE,CHECKER,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"bind original-backed item image, then verify trigger, consume and save",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
66,PLUGINS,CHECKER,4,全部道具數量,INVENTORY,65000,0,TAMER_RANK_THRESHOLD,championship:2026:hunt-plugin:checker-all,,GENERIC_TEXT_PLACEHOLDER,HIGH_CONFIDENCE,CHECKER,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"bind original-backed item image, then verify trigger, consume and save",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
67,PLUGINS,RADAR_SEARCH,0,幼年期雷達,INVENTORY,2000,0,INITIAL_AVAILABLE,championship:2026:hunt-plugin:radar-generation,,GENERIC_TEXT_PLACEHOLDER,VERIFIED_BINARY,RADAR_SEARCH,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"bind original-backed item image, then verify trigger, consume and save",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
68,PLUGINS,RADAR_SEARCH,1,成長期雷達,INVENTORY,5000,0,TAMER_RANK_THRESHOLD,championship:2026:hunt-plugin:radar-search-01,,GENERIC_TEXT_PLACEHOLDER,HIGH_CONFIDENCE,RADAR_SEARCH,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"bind original-backed item image, then verify trigger, consume and save",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
69,PLUGINS,RADAR_SEARCH,2,成熟期雷達,INVENTORY,12000,0,TAMER_RANK_THRESHOLD,championship:2026:hunt-plugin:radar-search-02,,GENERIC_TEXT_PLACEHOLDER,HIGH_CONFIDENCE,RADAR_SEARCH,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"bind original-backed item image, then verify trigger, consume and save",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
70,PLUGINS,RADAR_SEARCH,3,完全體雷達,INVENTORY,33000,0,TAMER_RANK_THRESHOLD,championship:2026:hunt-plugin:radar-search-03,,GENERIC_TEXT_PLACEHOLDER,HIGH_CONFIDENCE,RADAR_SEARCH,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"bind original-backed item image, then verify trigger, consume and save",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
71,PLUGINS,RADAR_SEARCH,4,資料／自由屬性雷達,INVENTORY,8000,0,TAMER_RANK_THRESHOLD,championship:2026:hunt-plugin:radar-alignment,,GENERIC_TEXT_PLACEHOLDER,HIGH_CONFIDENCE,RADAR_SEARCH,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"bind original-backed item image, then verify trigger, consume and save",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
72,PLUGINS,RADAR_SEARCH,5,疫苗屬性雷達,INVENTORY,8000,0,TAMER_RANK_THRESHOLD,championship:2026:hunt-plugin:radar-search-05,,GENERIC_TEXT_PLACEHOLDER,HIGH_CONFIDENCE,RADAR_SEARCH,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"bind original-backed item image, then verify trigger, consume and save",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
73,PLUGINS,RADAR_SEARCH,6,病毒屬性雷達,INVENTORY,8000,0,BATTLE_BADGE_ID_0_BASED,championship:2026:hunt-plugin:radar-search-06,,GENERIC_TEXT_PLACEHOLDER,VERIFIED_BINARY,RADAR_SEARCH,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"bind original-backed item image, then verify trigger, consume and save",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
74,PLUGINS,RADAR_SEARCH,7,龍族雷達,INVENTORY,5200,0,TAMER_RANK_THRESHOLD,championship:2026:hunt-plugin:radar-search-07,,GENERIC_TEXT_PLACEHOLDER,HIGH_CONFIDENCE,RADAR_SEARCH,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"bind original-backed item image, then verify trigger, consume and save",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
75,PLUGINS,RADAR_SEARCH,8,獸族雷達,INVENTORY,3800,0,BATTLE_BADGE_ID_0_BASED,championship:2026:hunt-plugin:radar-search-08,,GENERIC_TEXT_PLACEHOLDER,VERIFIED_BINARY,RADAR_SEARCH,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"bind original-backed item image, then verify trigger, consume and save",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
76,PLUGINS,RADAR_SEARCH,9,鳥族雷達,INVENTORY,3800,0,TAMER_RANK_THRESHOLD,championship:2026:hunt-plugin:radar-search-09,,GENERIC_TEXT_PLACEHOLDER,HIGH_CONFIDENCE,RADAR_SEARCH,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"bind original-backed item image, then verify trigger, consume and save",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
77,PLUGINS,RADAR_SEARCH,10,水族雷達,INVENTORY,3800,0,BATTLE_BADGE_ID_0_BASED,championship:2026:hunt-plugin:radar-search-10,,GENERIC_TEXT_PLACEHOLDER,VERIFIED_BINARY,RADAR_SEARCH,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"bind original-backed item image, then verify trigger, consume and save",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
78,PLUGINS,RADAR_SEARCH,11,聖族雷達,INVENTORY,4500,0,BATTLE_BADGE_ID_0_BASED,championship:2026:hunt-plugin:radar-search-11,,GENERIC_TEXT_PLACEHOLDER,VERIFIED_BINARY,RADAR_SEARCH,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"bind original-backed item image, then verify trigger, consume and save",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
79,PLUGINS,RADAR_SEARCH,12,暗黑族雷達,INVENTORY,4500,0,BATTLE_BADGE_ID_0_BASED,championship:2026:hunt-plugin:radar-search-12,,GENERIC_TEXT_PLACEHOLDER,VERIFIED_BINARY,RADAR_SEARCH,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"bind original-backed item image, then verify trigger, consume and save",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
80,PLUGINS,RADAR_SEARCH,13,昆蟲植物雷達,INVENTORY,3800,0,BATTLE_BADGE_ID_0_BASED,championship:2026:hunt-plugin:radar-search-13,,GENERIC_TEXT_PLACEHOLDER,VERIFIED_BINARY,RADAR_SEARCH,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"bind original-backed item image, then verify trigger, consume and save",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
81,PLUGINS,RADAR_SEARCH,14,機械族雷達,INVENTORY,4500,0,TAMER_RANK_THRESHOLD,championship:2026:hunt-plugin:radar-search-14,,GENERIC_TEXT_PLACEHOLDER,HIGH_CONFIDENCE,RADAR_SEARCH,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"bind original-backed item image, then verify trigger, consume and save",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
82,PLUGINS,MEMORY_CHECKER,0,記憶卡容量顯示,INVENTORY,5000,0,TAMER_RANK_THRESHOLD,championship:2026:hunt-plugin:memory-checker,,GENERIC_TEXT_PLACEHOLDER,HIGH_CONFIDENCE,MEMORY_CHECKER,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"bind original-backed item image, then verify trigger, consume and save",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
83,CAGES,CAGE,0,空地,CAGE_OWNERSHIP,0,1,INITIAL_AVAILABLE,,assets/production/cage/licensed-runtime-v1/fields/field_cm01_01/frame-00.png,BOUND,VERIFIED_BINARY,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",ALREADY_AT_CAP_CORRECTLY_DISABLED,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
84,CAGES,CAGE,27,小運動場,CAGE_OWNERSHIP,5500,0,TAMER_RANK_THRESHOLD,,assets/production/cage/licensed-runtime-v1/fields/field_cm30_01/frame-00.png,BOUND,HIGH_CONFIDENCE,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
85,CAGES,CAGE,1,運動場,CAGE_OWNERSHIP,0,1,INITIAL_AVAILABLE,,assets/production/cage/licensed-runtime-v1/fields/field_cm02_01/frame-00.png,BOUND,VERIFIED_BINARY,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",ALREADY_AT_CAP_CORRECTLY_DISABLED,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
86,CAGES,CAGE,2,競技場,CAGE_OWNERSHIP,16000,0,BATTLE_BADGE_ID_0_BASED,,assets/production/cage/licensed-runtime-v1/fields/field_cm03_01/frame-00.png,BOUND,VERIFIED_BINARY,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
87,CAGES,CAGE,3,道場,CAGE_OWNERSHIP,9300,0,BATTLE_BADGE_ID_0_BASED,,assets/production/cage/licensed-runtime-v1/fields/field_cm04_01/frame-00.png,BOUND,VERIFIED_BINARY,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
88,CAGES,CAGE,30,小健身房,CAGE_OWNERSHIP,4000,0,INITIAL_AVAILABLE,,assets/production/cage/licensed-runtime-v1/fields/field_cm34_01/frame-00.png,BOUND,VERIFIED_BINARY,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
89,CAGES,CAGE,4,健身房,CAGE_OWNERSHIP,18000,0,BATTLE_BADGE_ID_0_BASED,,assets/production/cage/licensed-runtime-v1/fields/field_cm05_01/frame-00.png,BOUND,VERIFIED_BINARY,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
90,CAGES,CAGE,23,寺廟,CAGE_OWNERSHIP,7300,0,BATTLE_BADGE_ID_0_BASED,,assets/production/cage/licensed-runtime-v1/fields/field_cm24_01/frame-00.png,BOUND,VERIFIED_BINARY,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
91,CAGES,CAGE,7,草原,CAGE_OWNERSHIP,11000,0,TAMER_RANK_THRESHOLD,,assets/production/cage/licensed-runtime-v1/fields/field_cm08_01/frame-00.png,BOUND,HIGH_CONFIDENCE,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
92,CAGES,CAGE,31,小火山,CAGE_OWNERSHIP,6200,0,TAMER_RANK_THRESHOLD,,assets/production/cage/licensed-runtime-v1/fields/field_cm35_01/frame-00.png,BOUND,HIGH_CONFIDENCE,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
93,CAGES,CAGE,6,火山,CAGE_OWNERSHIP,26000,0,BATTLE_BADGE_ID_0_BASED,,assets/production/cage/licensed-runtime-v1/fields/field_cm07_01/frame-00.png,BOUND,VERIFIED_BINARY,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
94,CAGES,CAGE,33,小海灘,CAGE_OWNERSHIP,6600,0,BATTLE_BADGE_ID_0_BASED,,assets/production/cage/licensed-runtime-v1/fields/field_cm39_01/frame-00.png,BOUND,VERIFIED_BINARY,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
95,CAGES,CAGE,8,海灘,CAGE_OWNERSHIP,25000,0,BATTLE_BADGE_ID_0_BASED,,assets/production/cage/licensed-runtime-v1/fields/field_cm09_01/frame-00.png,BOUND,VERIFIED_BINARY,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
96,CAGES,CAGE,32,小高山,CAGE_OWNERSHIP,5200,0,TAMER_RANK_THRESHOLD,,assets/production/cage/licensed-runtime-v1/fields/field_cm37_01/frame-00.png,BOUND,HIGH_CONFIDENCE,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
97,CAGES,CAGE,9,高山,CAGE_OWNERSHIP,26000,0,BATTLE_BADGE_ID_0_BASED,,assets/production/cage/licensed-runtime-v1/fields/field_cm10_01/frame-00.png,BOUND,VERIFIED_BINARY,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
98,CAGES,CAGE,10,森林,CAGE_OWNERSHIP,11000,0,BATTLE_BADGE_ID_0_BASED,,assets/production/cage/licensed-runtime-v1/fields/field_cm11_01/frame-00.png,BOUND,VERIFIED_BINARY,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
99,CAGES,CAGE,11,叢林,CAGE_OWNERSHIP,18000,0,TAMER_RANK_THRESHOLD,,assets/production/cage/licensed-runtime-v1/fields/field_cm12_01/frame-00.png,BOUND,HIGH_CONFIDENCE,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
100,CAGES,CAGE,14,工廠,CAGE_OWNERSHIP,12000,0,TAMER_RANK_THRESHOLD,,assets/production/cage/licensed-runtime-v1/fields/field_cm15_01/frame-00.png,BOUND,HIGH_CONFIDENCE,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
101,CAGES,CAGE,29,小花園,CAGE_OWNERSHIP,7700,0,BATTLE_BADGE_ID_0_BASED,,assets/production/cage/licensed-runtime-v1/fields/field_cm32_01/frame-00.png,BOUND,VERIFIED_BINARY,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
102,CAGES,CAGE,17,花園,CAGE_OWNERSHIP,15000,0,BATTLE_BADGE_ID_0_BASED,,assets/production/cage/licensed-runtime-v1/fields/field_cm18_01/frame-00.png,BOUND,VERIFIED_BINARY,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
103,CAGES,CAGE,13,墓地,CAGE_OWNERSHIP,14000,0,BATTLE_BADGE_ID_0_BASED,,assets/production/cage/licensed-runtime-v1/fields/field_cm14_01/frame-00.png,BOUND,VERIFIED_BINARY,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
104,CAGES,CAGE,19,沙漠,CAGE_OWNERSHIP,17000,0,BATTLE_BADGE_ID_0_BASED,,assets/production/cage/licensed-runtime-v1/fields/field_cm20_01/frame-00.png,BOUND,VERIFIED_BINARY,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
105,CAGES,CAGE,20,冰原,CAGE_OWNERSHIP,19000,0,BATTLE_BADGE_ID_0_BASED,,assets/production/cage/licensed-runtime-v1/fields/field_cm21_01/frame-00.png,BOUND,VERIFIED_BINARY,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
106,CAGES,CAGE,21,發電廠,CAGE_OWNERSHIP,25000,0,BATTLE_BADGE_ID_0_BASED,,assets/production/cage/licensed-runtime-v1/fields/field_cm22_01/frame-00.png,BOUND,VERIFIED_BINARY,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
107,CAGES,CAGE,12,神殿,CAGE_OWNERSHIP,23000,0,TAMER_RANK_THRESHOLD,,assets/production/cage/licensed-runtime-v1/fields/field_cm13_01/frame-00.png,BOUND,HIGH_CONFIDENCE,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
108,CAGES,CAGE,34,洞窟,CAGE_OWNERSHIP,16000,0,BATTLE_BADGE_ID_0_BASED,,assets/production/cage/licensed-runtime-v1/fields/field_cm40_01/frame-00.png,BOUND,VERIFIED_BINARY,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
109,CAGES,CAGE,5,研究所,CAGE_OWNERSHIP,30000,0,TAMER_RANK_THRESHOLD,,assets/production/cage/licensed-runtime-v1/fields/field_cm06_01/frame-00.png,BOUND,HIGH_CONFIDENCE,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
110,CAGES,CAGE,16,醫院,CAGE_OWNERSHIP,38000,0,TAMER_RANK_THRESHOLD,,assets/production/cage/licensed-runtime-v1/fields/field_cm17_01/frame-00.png,BOUND,HIGH_CONFIDENCE,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
111,CAGES,CAGE,22,毒氣室,CAGE_OWNERSHIP,38000,0,TAMER_RANK_THRESHOLD,,assets/production/cage/licensed-runtime-v1/fields/field_cm23_01/frame-00.png,BOUND,HIGH_CONFIDENCE,CAGE,PURCHASE_UI_CHECKED; EACH_ITEM_FIELD_USE_AND_SAVE_NOT_REVALIDATED,"verify trigger, consume, save and original visual sequence",QUANTITY_AND_PRICE_PASS,True,EXISTING_QA_UNLOCK_ISOLATED_CONTEXT
